Feature,Mutual_Info,Runtime_seconds
LINGO1.84894,0.15587030681014036,35.36236095428467
ZCCHC2.54877,0.13618305887170457,35.36236095428467
ATP6V0A1.535,0.1276144047952703,35.36236095428467
TMEM72.643236,0.12221683770419633,35.36236095428467
LIF.3976,0.11733172439494743,35.36236095428467
cg16234557,0.1154922204536808,35.36236095428467
AKT1.207,0.11186143108442193,35.36236095428467
PRIM1.5557,0.11115645722629952,35.36236095428467
XRCC3.7517,0.1103856585408356,35.36236095428467
PAICS.10606,0.1092010618486059,35.36236095428467
