Feature,Mutual_Info,Runtime_seconds
LINGO1.84894,0.15587030681014036,28.628812313079834
ZCCHC2.54877,0.13618305887170457,28.628812313079834
ATP6V0A1.535,0.1276144047952703,28.628812313079834
LIF.3976,0.11733172439494743,28.628812313079834
cg16234557,0.1154922204536808,28.628812313079834
AKT1.207,0.11186143108442193,28.628812313079834
PRIM1.5557,0.11115645722629952,28.628812313079834
PACRG.135138,0.11042117007059993,28.628812313079834
XRCC3.7517,0.1103856585408356,28.628812313079834
PAICS.10606,0.1092010618486059,28.628812313079834
