Feature,Mutual_Info,Runtime_seconds
LINGO1.84894,0.15587030681014036,35.44616103172302
CGB7.94027,0.13771182731576537,35.44616103172302
ZCCHC2.54877,0.13618305887170457,35.44616103172302
ATP6V0A1.535,0.1276144047952703,35.44616103172302
LIF.3976,0.11733172439494743,35.44616103172302
cg16234557,0.1154922204536808,35.44616103172302
SNORD36C.26813,0.11270440225351064,35.44616103172302
AKT1.207,0.11186143108442193,35.44616103172302
MGC26647.219557,0.11125843318067785,35.44616103172302
PRIM1.5557,0.11115645722629952,35.44616103172302
