Feature,Mutual_Info,Runtime_seconds
LINGO1.84894,0.15587030681014036,35.8834662437439
ZCCHC2.54877,0.13618305887170457,35.8834662437439
ATP6V0A1.535,0.1276144047952703,35.8834662437439
PACRG.135138,0.11867848321297036,35.8834662437439
LIF.3976,0.11733172439494743,35.8834662437439
cg16234557,0.1154922204536808,35.8834662437439
TCP10.6953,0.1139388019266363,35.8834662437439
AKT1.207,0.11186143108442193,35.8834662437439
PRIM1.5557,0.11115645722629952,35.8834662437439
XRCC3.7517,0.1103856585408356,35.8834662437439
