Feature,Mutual_Info,Runtime_seconds
LINGO1.84894,0.15587030681014036,35.038033962249756
ZCCHC2.54877,0.13618305887170457,35.038033962249756
ATP6V0A1.535,0.1276144047952703,35.038033962249756
LIF.3976,0.11733172439494743,35.038033962249756
PACRG.135138,0.11560270628661917,35.038033962249756
cg16234557,0.1154922204536808,35.038033962249756
AKT1.207,0.11186143108442193,35.038033962249756
RAX2.84839,0.11145862185058286,35.038033962249756
PRIM1.5557,0.11115645722629952,35.038033962249756
XRCC3.7517,0.1103856585408356,35.038033962249756
