t-SNE_1,t-SNE_2,Runtime_seconds
-3.087662,-1.1000001,1.0540056228637695
-8.986376,-1.9839655,1.0540056228637695
-1.690629,1.720962,1.0540056228637695
-8.555294,-4.3657947,1.0540056228637695
6.667912,4.476202,1.0540056228637695
7.9554267,7.19662,1.0540056228637695
10.554185,9.285972,1.0540056228637695
-3.0392375,3.3910408,1.0540056228637695
-7.744575,-0.6920547,1.0540056228637695
8.182878,6.8881593,1.0540056228637695
7.371362,1.6945192,1.0540056228637695
1.0080123,6.490529,1.0540056228637695
12.233619,8.066263,1.0540056228637695
8.750401,6.7360053,1.0540056228637695
7.6392946,5.770089,1.0540056228637695
9.610096,3.477093,1.0540056228637695
7.0270224,9.903388,1.0540056228637695
-8.32779,2.9476154,1.0540056228637695
-3.9547596,-3.002916,1.0540056228637695
-1.6670876,2.2742836,1.0540056228637695
-4.025568,1.1883788,1.0540056228637695
2.9073164,2.3904603,1.0540056228637695
-10.143844,-0.35817748,1.0540056228637695
-0.80623925,2.0071971,1.0540056228637695
-6.2359414,0.4682607,1.0540056228637695
-2.207585,-0.71548676,1.0540056228637695
-5.0400805,-1.8453134,1.0540056228637695
-4.7322874,-3.0182495,1.0540056228637695
0.09849782,-0.32850447,1.0540056228637695
-6.9200225,-2.9921956,1.0540056228637695
-4.6880517,-8.877092,1.0540056228637695
-5.5671005,-1.4730399,1.0540056228637695
-6.24059,0.4990248,1.0540056228637695
-3.0672977,-2.7080219,1.0540056228637695
-0.56345695,-2.6601827,1.0540056228637695
6.230879,-2.0206096,1.0540056228637695
-0.46882796,1.5456237,1.0540056228637695
-8.363815,-4.2764816,1.0540056228637695
-11.241524,-4.858641,1.0540056228637695
-4.11917,-2.3420603,1.0540056228637695
-5.1224303,-4.5913205,1.0540056228637695
-8.945037,-4.867411,1.0540056228637695
-0.68014,0.10416556,1.0540056228637695
-9.638472,0.77434766,1.0540056228637695
-1.0934186,-0.15529251,1.0540056228637695
-8.961587,-5.6714673,1.0540056228637695
-5.6242876,-1.2934818,1.0540056228637695
-7.3125377,-2.3225787,1.0540056228637695
11.810241,6.739556,1.0540056228637695
-8.001603,-0.68980044,1.0540056228637695
11.594887,9.47079,1.0540056228637695
1.358603,-5.1713014,1.0540056228637695
4.6279225,4.895208,1.0540056228637695
8.5664835,8.497524,1.0540056228637695
8.306507,4.9055085,1.0540056228637695
8.065519,6.066261,1.0540056228637695
9.911526,6.330846,1.0540056228637695
6.180388,7.5324435,1.0540056228637695
-2.125145,-5.011617,1.0540056228637695
10.60375,8.576747,1.0540056228637695
-0.44498783,3.162191,1.0540056228637695
6.4853373,5.9745736,1.0540056228637695
6.8094616,6.2017345,1.0540056228637695
9.804452,8.819405,1.0540056228637695
6.543042,6.9233737,1.0540056228637695
6.38973,6.8475857,1.0540056228637695
-2.0129519,-5.8977566,1.0540056228637695
4.4060903,6.8535824,1.0540056228637695
10.592978,7.0493097,1.0540056228637695
5.9540024,6.1231484,1.0540056228637695
-6.4577594,-2.287224,1.0540056228637695
-9.385233,-4.426763,1.0540056228637695
-3.9271214,-2.519759,1.0540056228637695
-1.4032419,-1.8301247,1.0540056228637695
-6.7836847,1.7987677,1.0540056228637695
-3.127872,-0.325983,1.0540056228637695
-2.4728768,-0.065710925,1.0540056228637695
-4.2452984,2.2503364,1.0540056228637695
-4.1490045,-0.83588904,1.0540056228637695
0.95476854,-7.154675,1.0540056228637695
-8.078597,2.4169817,1.0540056228637695
-3.3166058,-1.3024092,1.0540056228637695
-3.5373263,-0.058656946,1.0540056228637695
7.338284,6.5334687,1.0540056228637695
-2.0460377,-7.1742806,1.0540056228637695
1.6601285,-1.6614547,1.0540056228637695
8.708062,6.5721774,1.0540056228637695
9.970127,7.201546,1.0540056228637695
7.6710625,5.0935783,1.0540056228637695
5.4673567,-7.9280453,1.0540056228637695
4.345538,-8.652798,1.0540056228637695
4.6877337,-7.9764166,1.0540056228637695
-6.771431,-2.3160038,1.0540056228637695
-9.402657,-6.6344275,1.0540056228637695
-4.7477345,-0.38342008,1.0540056228637695
-6.989278,-0.91797656,1.0540056228637695
-6.7138767,-4.443211,1.0540056228637695
-3.4212291,-5.2524858,1.0540056228637695
-9.046205,-6.2501483,1.0540056228637695
-10.974442,-3.4633129,1.0540056228637695
-3.1902094,-9.850088,1.0540056228637695
-11.005855,1.7069155,1.0540056228637695
-9.733204,-3.1073687,1.0540056228637695
-6.0876575,-3.4678912,1.0540056228637695
-7.5321217,-3.5358186,1.0540056228637695
-5.0277185,-0.76896536,1.0540056228637695
-2.5613158,-5.81184,1.0540056228637695
-5.200127,0.6172819,1.0540056228637695
-1.0755754,-6.6459618,1.0540056228637695
-2.8386986,-0.92082,1.0540056228637695
-4.867874,0.09136536,1.0540056228637695
-8.715249,-6.659379,1.0540056228637695
-0.10913035,-5.7314095,1.0540056228637695
-8.342457,3.5868173,1.0540056228637695
-2.1566207,1.5647455,1.0540056228637695
-8.355386,-3.7559605,1.0540056228637695
5.85152,-2.1601446,1.0540056228637695
4.8398824,3.539274,1.0540056228637695
-3.1272092,-2.3371603,1.0540056228637695
-4.5924335,3.9810693,1.0540056228637695
-2.051651,-5.0623627,1.0540056228637695
-2.9240358,-7.019694,1.0540056228637695
-8.59353,-2.1307116,1.0540056228637695
-3.7802513,-0.58223355,1.0540056228637695
-5.0423346,1.2845844,1.0540056228637695
-7.400788,-6.0426483,1.0540056228637695
-9.01786,2.5369349,1.0540056228637695
-7.1737766,-0.6703771,1.0540056228637695
3.1435363,-1.2051461,1.0540056228637695
-7.581173,-2.763591,1.0540056228637695
-1.9609613,1.054975,1.0540056228637695
-1.8280703,-8.803735,1.0540056228637695
-8.789803,-3.8142934,1.0540056228637695
-0.64617664,0.22292879,1.0540056228637695
5.349441,-6.190161,1.0540056228637695
5.108336,-7.703654,1.0540056228637695
0.8788996,2.2821043,1.0540056228637695
6.3403606,7.6718264,1.0540056228637695
-0.7822443,2.789126,1.0540056228637695
4.536022,1.7769427,1.0540056228637695
-0.8782238,-7.723404,1.0540056228637695
8.818908,-0.36818346,1.0540056228637695
9.477825,1.6979959,1.0540056228637695
5.122447,-6.728673,1.0540056228637695
-5.337781,-6.9596395,1.0540056228637695
8.118259,1.1966381,1.0540056228637695
-1.7075062,3.4313757,1.0540056228637695
12.191522,4.8759475,1.0540056228637695
9.416209,6.4425097,1.0540056228637695
8.71963,7.881915,1.0540056228637695
4.0261903,1.3278909,1.0540056228637695
10.125543,3.0251904,1.0540056228637695
9.300672,5.6684337,1.0540056228637695
8.613328,2.2471097,1.0540056228637695
10.329526,6.3144293,1.0540056228637695
-3.843826,0.22337033,1.0540056228637695
6.614451,7.973018,1.0540056228637695
-3.1198506,0.6218379,1.0540056228637695
-2.8218226,2.339792,1.0540056228637695
11.078535,7.487511,1.0540056228637695
12.232516,8.115671,1.0540056228637695
7.6849566,3.2900386,1.0540056228637695
-6.0583086,-6.2703247,1.0540056228637695
9.000278,0.7883729,1.0540056228637695
7.2932596,3.1584692,1.0540056228637695
9.437873,0.989244,1.0540056228637695
0.45781446,-4.3629456,1.0540056228637695
6.1620116,3.1414561,1.0540056228637695
8.806106,2.7394423,1.0540056228637695
-0.019579612,-4.4732084,1.0540056228637695
3.2587233,-2.2803624,1.0540056228637695
9.187586,10.283998,1.0540056228637695
9.157972,10.382752,1.0540056228637695
2.6239073,-3.7983117,1.0540056228637695
8.669113,5.3604684,1.0540056228637695
11.642079,0.7389171,1.0540056228637695
11.605471,0.7455017,1.0540056228637695
0.06472709,-9.610651,1.0540056228637695
-4.485277,-0.13045448,1.0540056228637695
-3.7426815,-6.1840568,1.0540056228637695
-1.2668839,-4.103058,1.0540056228637695
10.65562,3.4332213,1.0540056228637695
8.196593,2.1862385,1.0540056228637695
-2.9942982,-4.5322847,1.0540056228637695
-2.2160058,-3.8427982,1.0540056228637695
0.198599,-6.9129496,1.0540056228637695
-5.3515778,-5.852556,1.0540056228637695
-8.854933,-5.547294,1.0540056228637695
7.4264855,5.588424,1.0540056228637695
-2.4039419,-1.5954161,1.0540056228637695
0.7414267,-2.100482,1.0540056228637695
10.085762,5.398179,1.0540056228637695
-10.147932,-1.869622,1.0540056228637695
4.8780336,-7.6820374,1.0540056228637695
5.711555,8.9920025,1.0540056228637695
4.809361,1.9998085,1.0540056228637695
-1.1313941,-4.3859234,1.0540056228637695
6.551736,7.38659,1.0540056228637695
6.516047,7.375244,1.0540056228637695
-2.7161572,-6.039263,1.0540056228637695
5.8906674,-2.0603685,1.0540056228637695
9.234308,7.354347,1.0540056228637695
10.306038,7.797175,1.0540056228637695
6.0734663,4.1058726,1.0540056228637695
-5.694997,1.7534872,1.0540056228637695
-5.746218,-6.0086164,1.0540056228637695
-5.902033,3.39798,1.0540056228637695
-7.6130567,-7.059144,1.0540056228637695
-7.3865633,-4.7712708,1.0540056228637695
-8.873568,-0.8204317,1.0540056228637695
-4.2355576,-5.186748,1.0540056228637695
