t-SNE_1,t-SNE_2,Runtime_seconds
-0.54587334,-4.133621,1.3030931949615479
0.70349115,-9.022795,1.3030931949615479
2.5054214,-3.0271742,1.3030931949615479
2.5236323,-9.105199,1.3030931949615479
2.0909958,7.0909896,1.3030931949615479
3.146265,8.96544,1.3030931949615479
4.2216616,13.142139,1.3030931949615479
4.2523413,-3.3715143,1.3030931949615479
-1.2418194,-7.748825,1.3030931949615479
3.6800923,9.3185005,1.3030931949615479
-1.8210799,8.844056,1.3030931949615479
6.3796334,3.3968468,1.3030931949615479
2.2147017,12.8994255,1.3030931949615479
3.402691,9.702684,1.3030931949615479
4.0392027,8.735846,1.3030931949615479
0.69008887,9.269529,1.3030931949615479
7.5703015,8.798002,1.3030931949615479
-4.945594,-7.175195,1.3030931949615479
-0.7246649,-1.9848515,1.3030931949615479
3.1357963,-3.0031054,1.3030931949615479
-2.9636004,-10.054708,1.3030931949615479
0.7374408,3.0447206,1.3030931949615479
-2.1445138,-12.028407,1.3030931949615479
2.710943,-2.2483525,1.3030931949615479
-0.67596877,-6.6370687,1.3030931949615479
4.228314,-4.9623137,1.3030931949615479
1.461782,-4.6013546,1.3030931949615479
-1.0615687,-2.766728,1.3030931949615479
0.5766232,-0.5743176,1.3030931949615479
1.8395705,-7.704872,1.3030931949615479
6.002166,-3.9895997,1.3030931949615479
1.8617643,-5.1421833,1.3030931949615479
-0.4782159,-6.5961223,1.3030931949615479
1.0493476,-3.0885372,1.3030931949615479
-1.3493586,-0.6988099,1.3030931949615479
4.7784467,1.589881,1.3030931949615479
2.2999885,-2.0992389,1.3030931949615479
2.3177617,-8.712858,1.3030931949615479
3.2181454,-7.083648,1.3030931949615479
-0.3237884,-2.466373,1.3030931949615479
-2.7597728,-4.5809617,1.3030931949615479
2.8339648,-9.548535,1.3030931949615479
1.0825138,-1.4934086,1.3030931949615479
2.1570754,-5.865275,1.3030931949615479
0.97355175,-2.0148125,1.3030931949615479
2.812582,-10.464264,1.3030931949615479
2.0709999,-5.0800853,1.3030931949615479
1.0457187,-7.6184077,1.3030931949615479
5.7285876,11.69285,1.3030931949615479
