ICA_1,ICA_2,ICA_3,ICA_4,ICA_5,ICA_6,ICA_7,ICA_8,ICA_9,ICA_10,Runtime_seconds
-0.2285452564381105,-0.4112949462847223,0.672688181624182,1.1338286546422827,0.6690226037555349,0.5195167587071642,0.3043453658708936,-0.5905949759195164,-0.06823807528206421,0.35520829344131805,0.7151763439178467
-5.11181308575829,-0.4574695662876779,-0.10606260285908273,-0.4475494681820074,0.6827082824790645,-0.09289878009982834,-0.4914454990504825,-0.11496263124238981,-0.15156195028309896,0.5243551694396117,0.7151763439178467
0.7686208033828422,-1.2453135283388157,0.3896221356548381,0.5097128450548707,0.9554284231984267,-0.8392358216853092,0.24847146154043812,-0.30208863012472487,0.7815913353266126,0.10751236251282922,0.7151763439178467
-0.8498262392959887,-1.6481838109522047,-1.5051326388755757,0.33781454234216596,0.38477154045172235,-0.38703671712009435,0.7163728164894256,-0.4736627425570914,0.6593989644026608,0.7707946272347742,0.7151763439178467
0.39921849995173814,-0.7928764767815154,-0.5355240285153313,-1.07582841837902,0.1742983730027685,0.6733991871172372,-0.08074957774475278,0.1593206870167649,0.06427222662052806,0.43649877434181755,0.7151763439178467
-0.4283796113955616,0.576829694600951,0.03673167879159575,-1.5428094699413617,0.4851435864322249,1.2460958965029185,0.3658965925443687,-0.8290448727236153,0.20101445129334636,0.5046978669884861,0.7151763439178467
0.3396226626965425,1.293816403914517,1.335228480854301,-1.533900816944022,-0.33234406961297497,0.9131526130730218,0.6342878504173689,-0.6509580421374654,-0.24611490065507982,0.4766160618231588,0.7151763439178467
0.10011288644190983,-0.6976107233351005,-0.16648384075431918,-0.24919060420091352,0.0918173600456592,-2.0475543685628943,0.37512623289956964,-0.37123497492624263,0.49285606898543083,-0.19262811140996985,0.7151763439178467
-2.586871525245325,0.4946228203212758,-0.02165124418980812,0.16509670367973597,-0.4227801341649001,0.05213032145736334,-0.04476736709198936,0.21287696282055055,0.36584990506263954,-0.672584386093372,0.7151763439178467
-0.9349443183118342,0.33460803721677895,0.11306140319347067,-1.2781640816694968,0.4353136634788176,1.0385339043639876,0.17175019469358405,-0.5698135303784244,0.24964779743253598,0.9578900333929181,0.7151763439178467
0.3753874033220465,1.8192524100543876,-0.40922600750862154,0.36181457279935014,1.1168726218300993,0.06552489468561178,-0.5157743300032259,2.0382409020840893,0.15625259174151085,1.0453466092426325,0.7151763439178467
-0.44480528587732077,1.539506433584092,-0.14321914301480618,0.40461999761066436,1.0932456734462286,0.21286771308390742,0.2606194422863767,0.7480176596272995,0.18182178993000678,-1.343565997302958,0.7151763439178467
-0.34629835791255337,1.8722872165567859,0.7789528959190853,-1.2654743331872689,0.8514287830328084,-0.13845079582618655,0.7659583346488142,-0.17934468375752693,0.15351589039932567,-0.42904158822377,0.7151763439178467
-0.12728707559676983,0.19525726956527917,-0.4242795198594118,-1.4263548249954712,0.1435921444009854,0.7114436221368249,0.7419055697001712,-0.7185337079436436,0.4079714007102784,-0.6412289110169775,0.7151763439178467
0.24515412563022945,-0.14351697716376927,-0.5768156051385822,-1.6193607301096697,0.25807839383272124,1.248024944491463,0.1583116672309413,-1.2428628346448927,0.22534114733480876,1.2544940058650107,0.7151763439178467
-0.23358341487990947,0.5104013973167788,0.04294859329414873,-0.5185007242323506,0.564435025373093,-0.5501596712963482,0.6436928778732816,3.079652304899651,0.42183706253511677,0.5570082568659945,0.7151763439178467
-1.0210634834275425,1.262088675669227,-0.3063308165430444,-0.3549502574820755,1.3663960266308344,0.6008051172071996,0.05797521834392964,-0.07069206620079861,-0.45614601863932774,-0.246322628791224,0.7151763439178467
0.7864531618479434,0.1438358656305051,-0.6179089958939497,-0.16712474765942945,-1.994162829772438,-0.9829937479561672,0.16291167741930837,-0.15376364227995418,0.675805952063652,-1.217652573887433,0.7151763439178467
0.03529276428894556,-0.01829473297942813,0.06829208124916929,0.44009977087887686,0.9269916977880915,-0.5355136863846413,0.17484612737994523,-0.09475044613261903,0.6575276945803025,-2.5578614837484066,0.7151763439178467
1.3127286553720012,-1.0668651172742647,-0.04167434006226164,0.22531886930157544,1.084542814879891,-2.095066307342233,-0.05369173309118043,-0.4526888529828553,0.854977664384831,-0.027526099637721214,0.7151763439178467
0.5039850429912168,-1.0531187117921914,1.1103806196597923,1.045566948771422,-0.5337669523628346,-0.2835900579430755,0.5981409489358042,0.3123747557595941,0.36644074852817865,0.27230794585762047,0.7151763439178467
1.2165912641362666,-0.6447072468216937,1.3791206438196693,-1.0335734911120682,-0.8405854529545711,-3.127282407272257,-0.674924255770036,0.38758180656496555,0.3045585442307869,0.18039057630644367,0.7151763439178467
0.24558158107393538,-1.0378491937016259,-0.3715017914432723,0.454883637655664,0.785976101418652,-0.6438346978149425,0.49501856739129313,-0.04430224166829201,1.0718171646911254,-0.7493296005483486,0.7151763439178467
1.3234029716893831,-0.8442316618967131,0.9228723262681714,0.5324425509693385,1.030244236736389,-1.7610696739381324,0.21368849055768338,-0.41110499958497027,1.0599570136835974,0.3576606065882215,0.7151763439178467
-1.3373558010742994,-0.9285784579896947,0.7465548834440182,-0.44213590835011807,-1.023626671812768,-1.448250162376732,0.7481290006627105,0.12802657154658026,0.9690000917723711,-0.08170677091838742,0.7151763439178467
0.12945879432275056,-1.4894682634357421,1.88212259171801,0.7879493246120007,0.5732513832519329,-0.08895974337060977,0.6857044306310741,-0.14826755321102691,0.40906010891113836,-0.04936499523005854,0.7151763439178467
0.2704201645242297,-0.9377401874817861,-0.117054001258863,0.669561503815983,0.6687735273718945,-0.5532696546146714,0.7355219592674895,-0.30615906653973,0.8475982791531158,-0.9594879097051823,0.7151763439178467
-1.0051649570076289,-0.0948073012593933,-0.32207640203083465,1.0071493786517263,0.9442800794800343,0.3454540443448093,0.7685225334018806,0.005151599337951999,0.4389906201001932,-2.7476997838467647,0.7151763439178467
