NMF_1,NMF_2,NMF_3,NMF_4,NMF_5,NMF_6,NMF_7,NMF_8,NMF_9,NMF_10,Runtime_seconds
0.0,0.002035737766660767,0.05226330590806004,0.0,0.0,0.18750820068274546,0.35110320275742696,0.0,0.3587250683894041,0.05103534060227755,9.590650796890259
0.04704503723305535,0.0,0.18254605743805047,0.03488387901827778,0.013887419702522701,0.12594431624455887,0.0,0.0,0.09244653917566718,0.23687539174346547,9.590650796890259
0.09055418181838508,0.005448649089622206,0.033717782094092486,0.07255695872899227,0.0566233456094568,0.03974428317847554,0.7073398185082441,0.09608439602813955,0.08407014287045304,0.0,9.590650796890259
0.15291387834033218,0.0,0.12264242583788797,0.0,0.016254784624633548,0.0,0.42565913903346253,0.018072394869033108,0.5102042960183057,0.003865203451897665,9.590650796890259
0.24524982223145592,0.0,0.024770809332671305,0.032818370477374466,0.3947049628273787,0.0,0.12558019761781902,0.32430435305619026,0.2606970132033871,0.0795214800248709,9.590650796890259
0.2733966600364971,0.0,0.03838826110970865,0.0,0.5414677533667803,0.05149263686770672,0.0,0.0,0.20915330910289318,0.0,9.590650796890259
0.24668880942573512,0.0,0.0,0.0,0.5388785475686698,0.2096831702995305,0.0,0.0,0.08085579196626431,0.0,9.590650796890259
0.35901167904538445,0.013843430547891639,0.06057361695462283,0.09536726035519903,0.0,0.03973942898480675,0.4389962717252304,0.06759067795062254,0.011802745508007865,0.02485652422583123,9.590650796890259
0.08466026438810814,0.0017697140540161847,0.14274630019252615,0.07236626215857074,0.0,0.15614475655568238,0.0,0.041565921710355905,0.08719736262231113,0.0485635706108068,9.590650796890259
0.21952350741816318,0.0,0.06049921344815576,0.0,0.4663135165133928,0.06456647587893637,0.0,0.0,0.17135962594426413,0.034699543035181864,9.590650796890259
0.2952283516973904,0.0,0.0,0.08121999017512739,0.0,0.07015910150854805,0.0,0.8677785621037284,0.24562607454133908,0.16771211979320064,9.590650796890259
0.17069796523370032,0.01590421686582014,0.033211474332242974,0.00621775333791407,0.08277709462391669,0.10436953828690974,0.0,0.4291130321288682,0.0571691826049767,0.11133235303194496,9.590650796890259
0.31078870832737987,0.002090421410291048,0.02181936264891633,0.045017728588956356,0.36155593398963837,0.17546434956128648,0.0,0.1816335105555328,0.0,0.0,9.590650796890259
0.31289120787878316,0.005872154772679853,0.0694907751302024,0.0,0.44496233413268144,0.025734849483519145,0.0,0.0,0.07099003934866563,0.02577270178582116,9.590650796890259
0.3438718843076892,0.0,0.028037461487587508,0.0,0.5544054885603538,0.0,0.02600989067929574,0.0,0.39078133780737906,0.0,9.590650796890259
0.22919027543932508,9.438253737599511e-05,0.012920780116763009,0.0,0.08711367612455106,0.08339574004914668,0.06896332782289392,1.3901075897114668,0.01965435840975742,0.0,9.590650796890259
0.14810596936007958,0.0015658218397082509,0.06726586679317047,0.007993996155653604,0.21990274138027205,0.09158676167962196,0.0,0.22631974620552262,0.12075940618492492,0.2540023247394744,9.590650796890259
0.4380869766573653,0.03305473577369811,0.0413803456848869,0.0024571686591285083,0.0,0.03727274360861086,0.23875760195289486,0.0359780865247079,0.17587774803404388,0.01477455686156175,9.590650796890259
0.10090273687671092,0.02364267842707484,0.07633895875277612,0.15004833190012515,0.022228954075515294,0.05702320619410992,0.1508106178380621,0.0,0.0,0.0,9.590650796890259
