PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Runtime_seconds
39.95225151120917,-6.179294248220528,-12.816588933599993,-19.3952970389349,-26.88902424741516,12.60244692011173,11.087249559153166,1.9766988990452088,-9.189202589982955,3.876583116618838,0.6691935062408447
41.44937371663164,32.3389171626729,-23.87735129098503,-62.45363656741489,25.57555778399172,-79.57676024260421,50.84957255308954,19.710745541438204,-22.23277502569786,10.244272475309792,0.6691935062408447
7.481658293582546,-11.723177445925929,-24.5723914993273,-28.083226669126162,11.427839119288729,39.883559592237184,-3.784253103271711,6.233921888916635,-2.2132090033758076,4.930916846974056,0.6691935062408447
67.75183507505815,56.05095787125394,-3.548937635630718,-31.978046534804047,31.554417588058946,14.216594806542316,5.192128031378169,12.685963905710244,-4.736604466026733,-0.7781705416368753,0.6691935062408447
-32.108097151722646,33.541703040647675,22.829081668973334,-16.962600277816748,4.526321112220816,7.69341211509733,-4.886877362786105,1.5527680636530952,-1.6902613907594788,-14.87858958682264,0.6691935062408447
-54.2651777567169,54.27748464887326,0.4524383846909191,-1.591641860907888,-14.820679712979762,-7.907392090478164,18.79985204173886,-15.435408420006816,-12.439454864709111,-5.635968928094105,0.6691935062408447
-82.2975878181007,19.43721412192946,-4.020536157638194,23.841404847957634,-33.59461839139728,-2.9129139464869898,26.031775275077784,-17.04494732568885,7.920910332768336,-4.421499760930709,0.6691935062408447
3.404751968570297,-8.338645870951988,-21.84740391287454,-9.289507937176191,45.60832443034521,19.574862929454792,5.425735725690189,-0.689849195204469,12.872006288608844,11.989116443235702,0.6691935062408447
30.896726526794733,9.929270657031532,-36.95219542500867,-6.956151245765305,7.251964632676174,-54.25250314160365,9.839071207171994,5.2592624136453345,-3.625563369641235,6.336252549828474,0.6691935062408447
-41.351817887976345,49.3972586091254,-0.21226485952751087,-7.129115836579218,-10.491656033442213,-12.241713957797158,26.008432362013835,-1.9014282148941783,-14.233811400143011,-6.317799503776119,0.6691935062408447
-45.97261480137178,-6.883016210120946,31.567210003271544,37.99248537542095,-10.75007190542987,-6.173561923577268,-15.667578488921531,35.7189263809612,-24.977953123116638,23.053605818258756,0.6691935062408447
-14.769544180904411,-3.579182820126352,-16.722715624615994,10.661387339054748,-13.338893336457264,-24.059178840144707,-24.238112305561543,-6.622004757900763,-14.458478535799241,30.122092147108077,0.6691935062408447
